player_index,per90_goals,per90_assists,per90_xg_shot,per90_xg_assist,per90_shots,per90_head_shots,per90_received_pass,per90_passes,per90_forward_passes,per90_back_passes,per90_lateral_passes,per90_long_passes,per90_smart_passes,per90_progressive_passes,per90_passes_to_final_third,per90_key_passes,per90_through_passes,per90_crosses,per90_shot_assists,rate_successful_passes,rate_successful_progressive_passes,per90_dribbles,per90_progressive_run,per90_accelerations,rate_successful_dribbles,per90_touch_in_box,per90_losses,per90_own_half_losses,per90_dangerous_own_half_losses,per90_recoveries,per90_opponent_half_recoveries,per90_dangerous_opponent_half_recoveries,per90_interceptions,per90_clearances,per90_shots_blocked,per90_defensive_duels,per90_offensive_duels,per90_aerial_duels,per90_pressing_duels,per90_loose_ball_duels,per90_sliding_tackles,per90_dribbles_against,rate_defensive_duels_won,rate_offensive_duels_won,rate_aerial_duels_won,per90_fouls,per90_fouls_suffered,per90_yellow_cards
1,-0.6765740532579999,-0.9227842395949992,-0.8648988373575,-1.1716759210899996,-1.4324793594075031,-0.11768593136814108,-0.3175406524501267,-0.08250292896093012,0.5092298860584988,-1.4479278013550003,0.20036168584548297,1.004957420047501,-0.9294931134649994,0.31741189759900734,0.012691792548466767,-1.2056452515524996,-0.7421742035924996,-1.2440872906999978,-1.3622222885650002,0.3569259111696429,-0.6143277516436519,-1.302602775077496,-1.002189941769997,-1.167324764652499,0.6439739794702083,-1.038123355270002,-1.109028810172498,0.3858054795649023,0.7888233637260008,1.4795617744624994,-0.7540906409427881,-0.6438768616760971,1.2288714748274967,1.8455512766000024,1.114304389397499,-0.4822204972662405,-1.2206387088399997,0.16972430520629952,-1.0518704460187482,-0.15623224854513618,-0.5071675602912468,-0.11047390760906237,1.1986552556237473,0.10565283050175472,1.323560777365,-1.0245143434850006,-1.3001940666650005,0.1550757832369097
2,-0.6493164365847496,-0.19001768706525796,-0.7559534313974966,-0.5030119144612505,-0.8921768262749992,-0.4822090384990488,1.9986931600000013,2.051219495774999,2.1039591557499993,0.09554034480591923,1.9250875481500005,1.2138472900474992,0.04609976638945259,1.7653604152750018,2.0741883965000025,-0.39297210851970105,0.7195309401440002,-0.42548696227152527,-0.482103673590174,1.274535994382499,0.8116835822709356,-0.8363292359825014,0.241189653040846,-0.3765758520320999,0.9448542532974996,-0.8882555437149994,-0.832396006432923,0.4598779854170245,0.906654155889999,0.7405511530274994,-0.2101675899831519,-0.4035237576675717,0.601812744800001,0.49103862314574825,0.7864319993472474,-0.10081094104973712,-0.8067652565575005,-0.3660492412959252,-0.6458007867585768,-0.869105656012498,-0.25115566436639775,0.2543340915306629,0.3888729919252299,0.8092354210790008,0.5561477367084247,-0.994178154750001,-1.0138415172049977,-0.5199025605235148
3,1.9614994792999985,0.9337852507649976,2.171627631024996,1.335068325130001,1.855503811374998,0.673181814744975,-0.005069424181367005,-0.3481243304914126,-1.1233202641499969,1.2203532759625029,-0.5312043184469254,-1.1622309586999993,0.980471084955002,-1.0289315785674968,-0.6907873432184267,1.1097654944525024,0.520602746812415,0.46259167900393167,1.3759166983025015,-0.17181213840430695,0.4459945862395019,1.3818588213324967,1.116570915112075,0.335837696683871,-0.2546546241793215,2.194199586225001,1.1288920893067471,-1.0654422556357497,-1.042552576645,-1.8078391275249968,-0.9161853420035972,0.4089163922288278,-2.038426394074999,-1.671184209064998,-1.1116944439800027,-1.3461129774407556,1.8070668210250016,-0.6618887787540736,0.835069851277201,0.5557674186231939,-0.4501180017266097,-1.3409138953849973,-1.186900378550004,-0.5924616653293975,-0.8717166486991252,-0.11950806049246752,1.021112046436249,-0.4976429270003725
4,-0.03776022961290232,0.15183039664010242,-0.003623578913354267,0.2386254393575071,0.31479566369434486,0.01687601363624002,-0.3879558227080566,-0.3957784044229206,-0.35139246115381995,0.14281797545757202,-0.497022233240917,-0.06801658536039525,-0.08526480302605836,-0.12602387110614505,-0.18267344631898744,0.3282203692218724,0.10588668746066772,0.5089510002464471,0.3430434971882352,-0.7152083398684987,-0.3046868750643126,0.26537903176220123,0.369147176118618,0.37463701335586586,-0.16131673312530492,0.26787415152299004,0.4919151484476262,0.2115924398475474,-0.1811992267083456,-0.38983189219462344,-0.06884212040552219,0.164492751062677,-0.08333116934300291,-0.14452941777544742,-0.2218421050348515,0.4093427107634331,0.22961817623635436,-0.3810815910909681,0.4279726257103515,-0.1944887477072678,0.16684289520065285,0.32259074812220956,-0.41442566816198095,-0.28336453039117004,-0.22775025563387272,0.28569220841664095,-0.1900204870504765,0.32533467041904607
5,1.352150308075001,0.3153386108949025,1.3873292707449971,0.3888173638085297,1.0613697792125012,0.6895850329368999,-0.9850242544775016,-1.1900482939074997,-1.467689743024998,-0.21340152238563093,-1.1118357472700018,-1.3392022016699985,0.3459473372333884,-1.6967761060924975,-1.0567549462925008,0.3890447909403731,0.35774224410920175,-0.21377843410712652,0.4583442131883008,-0.6527460207001748,0.3637407256598869,-0.20341992366893527,-0.6333842818972504,-0.5692155784356254,-0.4693365567664588,1.448501953282498,0.2776840224239355,-1.4878186316074948,-1.013423276367502,-1.563964326749999,-0.5024114156035572,-0.03466921737147105,-1.5897209025100016,-1.1815391350224986,-0.4895973105282668,-1.5284414588600013,0.28874361549109184,0.8113611413174991,0.5063093163297,1.3552636808174996,-0.8812185298995012,-1.4552392287024976,-0.75637856614655,-0.9592716798367494,-1.0001013121450004,0.8134978357142492,0.17351659112448656,-0.06357227247741011
6,0.11416412620014492,0.7721110290025027,0.30629136742507046,1.1607813651774967,0.651404955262625,-0.4892233056032012,0.6786563523175025,0.5528621232584988,0.15855287817198682,1.2824533345005,0.20733196786361763,-0.18008200755578152,0.8394555607449998,0.4175163336942764,0.07337505778184482,1.135147227749999,0.6029386101685678,1.3058411764099984,1.2409779871000008,-0.22399433158639812,0.569591406385445,1.1796341348442476,1.2737636914787491,1.1138387038455484,0.01352053289953251,0.836906462499876,0.793027828687748,-0.16369030828505865,-0.5207440090946008,-0.3262941124639804,0.43180953815870293,0.7870188120276955,-0.31930515366296747,-0.5822924704534445,-0.6168445616963911,-0.2818722069069253,0.6056589904407756,-0.7249096886160245,0.05264239694124966,-0.06566930129108996,-0.5417982969219527,-0.17203027774804616,-0.08457934303237255,0.35531022859330064,-0.35877519556636545,-0.2023002925217733,-0.3213464797592903,-0.4957912953002926
7,-0.6852052800499981,-2.2877994544849656e-4,-0.858851992549997,0.19075254858031152,-0.5503798307949996,-1.1277019961550008,0.2936923900669749,0.40423477097749905,0.799061322177503,-0.13909683488832458,0.041791089801770875,0.899409573984998,0.24559479322475,1.1722384540674995,0.5074027487625009,0.32787750915260006,0.23533760512704455,1.1423018517250008,0.3945458306150247,-0.5082601855045007,0.18727870512571695,-0.28641339154677437,-0.34076975813673627,-0.5347020963749993,-0.10084162903462772,-0.6798541287625005,0.6200612831325002,0.6126620089406731,-0.07536701718433758,0.6354174010575004,0.5656401325528994,0.5538669996149747,0.7459548116124988,0.6042423661674984,0.10423254418136732,1.107172882192499,-0.6795515316899988,-0.3545706408610509,-0.32835331321302547,-0.6187242906852511,0.5778192899948212,1.3308219754549973,0.25653635461507235,0.08352071392292378,0.488774867099754,-0.1735377611682506,-0.7965322902150005,-0.3959947137096468
8,1.3179208219625005,-0.09948170663467792,1.8457746011999987,-0.17551323522525483,1.182379922447499,2.409417312900002,-1.3508465010050004,-1.5280535547499994,-1.7350288128499984,0.029199435243632464,-1.2654567855725007,-1.8918424054249985,-0.1760774012574728,-1.8094117008999997,-1.1673022350349975,-0.26369644344737075,-0.7691767939136007,-0.9230867072150016,-0.20699718679392212,-0.20499002088481907,-1.2251714988897466,-0.41599240952412936,-0.8752661157367496,-0.8871762538307496,-0.3719383648226004,1.6644904890249974,0.8767729644058019,-0.3156374787485499,-0.6578890501413001,-1.436637324667503,-0.9635206239774976,-0.3458595652087498,-1.3924108001400015,-0.5353148121308997,-0.5689083239005244,-1.5205241935250018,0.20734257353526636,2.3843100648999935,1.1601129847425,1.202976902082497,-0.566827529305675,-1.6475015789050027,-0.35354303407541937,-1.3709628617249958,0.08561262958369488,-0.09990564234506472,0.7111289169396509,-0.5620263093225307
9,-0.39336080785261135,-0.5044266952324993,-0.60432210871,-0.8329949424875018,-0.16194907246366488,-0.1873493379279572,0.6145302812175003,0.6862816289399976,0.5762079233400011,-0.28514586477258475,1.0419169900950005,-0.10672741373510328,-0.6552485467975003,-0.020124734165755206,0.1297843760603712,-0.9532125274550004,-0.3942198391836752,-1.185407763984997,-0.888420974785,1.3288919587999997,-0.20021491057832191,-0.8653907553599987,-0.4591819208029038,-0.5194884499492501,0.7105398361177492,-0.9517855752274984,-1.4016466503950036,-0.22175703538011,0.5614921856491983,0.8445046114849963,-0.15914821999552314,-0.6251669168730024,0.4779936943340007,0.6511608175175007,0.931319464975001,-0.15788795936376748,-0.8957606968574994,-0.09880288595847243,-0.835823925042499,-0.09262749190972898,0.2263352115702701,-0.06342026526232487,0.8476538233850011,0.8051268468404256,0.9511035492325008,-0.10922301994711207,-0.6647666763064979,0.55070278341264
10,0.7790817549282506,0.6205253229530264,1.0855814878224974,0.7587237539197494,1.1772853308199989,0.13874277814177052,-0.7187064965875016,-0.9012884617975008,-1.3576089505950009,0.8963462177221225,-0.8781796888000015,-1.0334441785862496,0.28814371730037763,-0.9366275562524996,-1.1696651694124969,0.7967849829974004,0.00896880480652752,1.5780803883175032,0.7405632657707517,-1.3662637964972493,0.14515816875571075,1.1376614950950026,0.656044319954774,0.5266875494265433,0.03085520775873753,1.32205825739,0.4276952452244276,-0.9591471553524736,-0.8295893885589837,-1.4492573856175006,-0.6025286505314381,0.1445186260207305,-1.4406824809375025,-1.0947961148225012,-0.8783829023860027,-1.3046889099059966,0.7648941119479985,-0.20186629690517732,0.7546012550148921,0.06606598901472661,-0.6169898108512019,-0.911290950212226,-1.0887333311677534,-0.008549978304840018,-1.0355448170492487,-0.24804269835486012,0.16038443974798758,-0.5095910415791298
