player_id,per90_goals,per90_assists,per90_xg_shot,per90_xg_assist,per90_shots,per90_head_shots,per90_received_pass,per90_passes,per90_forward_passes,per90_back_passes,per90_lateral_passes,per90_long_passes,per90_smart_passes,per90_progressive_passes,per90_passes_to_final_third,per90_key_passes,per90_through_passes,per90_crosses,per90_shot_assists,rate_successful_passes,rate_successful_progressive_passes,per90_dribbles,per90_progressive_run,per90_accelerations,rate_successful_dribbles,per90_touch_in_box,per90_losses,per90_own_half_losses,per90_dangerous_own_half_losses,per90_recoveries,per90_opponent_half_recoveries,per90_dangerous_opponent_half_recoveries,per90_interceptions,per90_clearances,per90_shots_blocked,per90_defensive_duels,per90_offensive_duels,per90_aerial_duels,per90_pressing_duels,per90_loose_ball_duels,per90_sliding_tackles,per90_dribbles_against,rate_defensive_duels_won,rate_offensive_duels_won,rate_aerial_duels_won,per90_fouls,per90_fouls_suffered,per90_yellow_cards,player_index
12,-0.59921670600371,-0.9624434630296695,-0.8477593805767393,-1.2368725563966694,-1.3827342409806997,-0.11542164695402118,-0.4103841443346167,-0.022549066172830787,0.663060689110166,-1.4324907148658097,0.28159009969551413,1.0408175187735251,-0.8951493759787369,0.42256249017538416,0.11679438693227662,-1.192974078726334,-0.6691476352763014,-1.2197668474809225,-1.3441549034754694,0.3640588764703994,-0.5371818295074454,-1.3172888781991685,-1.0220209717958866,-1.169273880778108,0.5900696385476684,-1.036275599664641,-1.1171658278081031,0.3687730550933205,0.8416850188978782,1.4933433822169062,-0.6620749304834477,-0.6157480602628221,1.224168074281606,1.7906136332449738,1.1519850483463823,-0.46841747736227424,-1.2530719969756345,0.1561934974495145,-1.008030461653742,-0.1637509488628945,-0.40656431881619975,-0.13787131680006495,1.1287642001921177,0.11422563785777518,1.329754381140084,-0.9645397010356409,-1.239305420808082,0.15815336266863264,1
38,-0.8011011494304128,-0.17550605674793568,-0.8822868948122289,-0.3033897177984971,-1.2555490392608215,-0.6550116493522452,1.8870735618861618,1.95319124986037,1.950182358564181,0.0010334857985134691,1.7824962146577414,1.3861128324828105,0.12772843981387808,1.8754847527801464,2.017189611821488,-0.31454861982650434,0.7482709456983245,-0.25338325351605434,-0.3744119086072398,1.204149497419354,0.7423426147475427,-0.8036537056576696,0.25278081950455317,-0.25730720010204056,0.8283988824252715,-0.9820876053870194,-0.7665900377269391,0.6329589311944961,0.9066435236214596,0.900748957546015,-0.11970135326276013,-0.2729791752733006,0.726252577774446,0.5857113538234943,0.8221247091650454,-0.026090829192229124,-0.8037552818094666,-0.3976361549551896,-0.6711803078798745,-0.8762887495296817,-0.16661567486630943,0.3875436135834216,0.5180454521962355,1.0190566480156986,0.6401591097885071,-0.9684400966512183,-0.9465075860658145,-0.4397509615633019,2
118,1.8583176314561116,0.9132574640819363,2.1087678363098084,1.3209676520272002,1.816069631088789,0.5908993234360993,-0.21078775591411253,-0.5433842348993083,-1.2362158359350013,1.018904918213268,-0.7982702370210661,-1.0763912436862952,0.9677920819865073,-0.9497608700847257,-0.7554691013171579,1.156969991922701,0.5389628015782809,0.39675470853799316,1.363101118512744,-0.3147075741004311,0.33143410422005304,1.4083128457094218,0.8589956051487321,0.41958743414854055,-0.363649429320647,2.0821054752380017,1.170212394477351,-0.8601068647162069,-1.0267987280133857,-1.6966000609368448,-0.8624124077359753,0.3665946038500431,-2.001138424788687,-1.5866918073254375,-1.1335740530827358,-1.1991825138838332,1.7539713242450368,-0.6696036614387485,0.8453632788866807,0.8965484018743433,-0.4834173394475643,-1.137240039234331,-1.212287862507146,-0.5231239255402652,-0.926643113064561,-0.08269487903725724,0.9765234981089727,-0.4122746606558984,3
145,0.08834605960960831,0.12778343752675417,0.0596654413761755,0.1527142698016244,0.4841773871864373,0.32563275173522865,-0.26734651460588416,-0.2737367424106696,-0.3421160416487596,0.11434211470583952,-0.4393415349325361,-0.11401695307428343,-0.15208250140528407,-0.253982070011788,-0.196596071928435,0.20824054541807768,0.12347345516496225,0.3671508919677887,0.22453510414009586,-0.706367048217142,-0.36473857781059826,0.17842301582869527,0.28207512342462265,0.24941343553030254,-0.10820979753472786,0.33627358262375157,0.40479872246700666,0.20634289226924632,-0.21265600723280617,-0.5489909965262206,-0.17224960674713286,0.10140713457141583,-0.1634116455981468,-0.18433125777256917,-0.11704280721681892,0.3375284716467311,0.22092153400785294,-0.4078080148592955,0.40581205735364373,-0.246803522667387,0.09016006355051515,0.2251599836792583,-0.4000552083546618,-0.3517806698253233,-0.1789638915534283,0.2510393330159996,-0.2613822261074748,0.2818575641451629,4
151,1.2238236802817688,0.28654468424790924,1.2554340942011717,0.41737149559222536,0.9379850108301048,0.5947371240005215,-1.0522686839602085,-1.2401998716758798,-1.4611150802588828,-0.16806888339690773,-1.1996935695929485,-1.2842665713711154,0.30397304437841377,-1.5901399863533676,-1.0279320249034325,0.5552953690732726,-0.020891410695873018,-0.13145792183388255,0.5497787891963632,-0.8147060340538386,0.7633711484364141,-0.21549476559520794,-0.6193926773718202,-0.5532557350455476,-0.5398340785711777,1.3410206453357196,0.30642249131667587,-1.6082113688266988,-0.9839181885636583,-1.4932350978611628,-0.4868951300261062,0.003511173060024761,-1.5252976928283903,-1.092506959533812,-0.5093006611891226,-1.4747509334803708,0.19056292746606854,0.7385542810049319,0.7720841686906722,1.446764131372082,-0.900927549004837,-1.3878226706497758,-0.9241421957226367,-0.9178213039700427,-1.032356316239733,0.7481669514612396,0.03919283904643882,0.3851624329314153,5
253,0.14520260519518707,0.7980588122975841,0.3813717512844403,1.1217219271410959,0.6565280327776194,-0.4342011755273409,0.6786903551943143,0.6102232046509466,0.17793400454923378,1.2129656627297847,0.2105025498057471,-0.12046271247558316,0.8603348936649895,0.4050257143357231,0.14105868024152973,1.0840477290857617,0.6906935320204209,1.3784069801994734,1.1738143309552762,-0.26570695499925745,0.644606899757797,1.1594724968511614,1.2212180293367247,1.0294521550973057,0.038366600301431755,0.8132798271051597,0.741844960836002,-0.15166226518706535,-0.5034597148359712,-0.27186043504845986,0.38585252659007013,0.7443775124435512,-0.255205868885142,-0.5504176001286089,-0.5481918078468344,-0.40811898896121607,0.5934623528159582,-0.7377693581003737,0.022142639648137005,-0.058016283431730084,-0.5606140282104253,-0.48172376417015006,-0.00603805122032694,0.30191239234093503,-0.3642721112236949,-0.2723864293075915,-0.31885910888924984,-0.4500029424936204,6
254,-0.5096151345803364,0.08473594914659514,-0.8138379230398938,0.18031267430882345,-0.49255542067981317,-1.0622886621358814,0.5212926695396292,0.5402642530369643,0.8662487892115751,0.00441121357061002,0.14892290976979985,0.9902277364669263,0.32960505205362267,1.1365423178729512,0.6163963382615537,0.288133558126297,0.346777361277083,1.1996978953159783,0.3439550859412074,-0.4915375464864412,0.31370784797254375,-0.289865108373477,-0.2803583142956301,-0.5385771932278918,0.022676247995910507,-0.6433128425115465,0.5907470827370944,0.5783316882168029,0.045613585019295695,0.6663167139358376,0.5995327682937629,0.5446054227614179,0.7541223224636661,0.578287821894201,0.17343877127264914,1.0798337595884782,-0.7058078164486506,-0.4330308663549964,-0.33309165618161707,-0.5464075183119514,0.4977664547249854,1.2888442426986724,0.21954861496342787,0.13121792282390224,0.5369913151504109,-0.20694781302886678,-0.7829327704370491,-0.3759422947812112,7
267,1.5521616465101675,-0.12178339511543082,1.7996437844232476,-0.14660685543402893,1.1952142897359488,2.391644913085492,-1.2310771226129829,-1.5312392354041824,-1.7463284915703905,0.21004055451948708,-1.4215379422752847,-1.9276876426378096,-0.10701691147473251,-1.7045089527504707,-1.1769555993932423,-0.10866302656974909,-0.6600427486825213,-0.8175210458620668,-0.097205003946893,-0.1504948371513085,-1.7827238818600755,-0.35081696416608005,-0.8603389207284238,-0.8825201021145161,-0.38627343829511773,1.614323695551414,0.8796556832484254,-0.12258684707655851,-0.6790650030787914,-1.4498977377241618,-0.9644956410401729,-0.32970021320173204,-1.3456291570176706,-0.5314558384299582,-0.6984717777250625,-1.438466501530871,0.2771835022841744,2.3045242020273347,1.0840983523567083,1.116149395564548,-0.6035169491529665,-1.4888738331803417,-0.3351064707913802,-1.2356738785876478,-0.0028970025779686526,-0.09150210098217154,0.7369616152612235,-0.5306166954172936,8
312,-0.46064559431870045,-0.5299048350482338,-0.6872009178839504,-0.7547750922247666,-0.20805831482568182,-0.34586787592497686,0.744653986438975,0.7363419109805975,0.6018147379810611,-0.19713387391228182,1.2357446228176827,-0.029323054509045567,-0.6820839693813959,0.12934366924804264,0.18952461132748205,-0.8010894126666507,-0.37751381250173566,-1.0989247033387035,-0.8199772705092068,1.3666287544388551,-0.5161608734104145,-0.8565565377564274,-0.42627358765768025,-0.5051412564439204,0.5228936446100847,-0.9497013538721772,-1.364627119486271,0.061171649215159524,0.5740085673462272,0.8503342824727781,-0.03520057162262673,-0.6451241483640554,0.4860325121944606,0.5694748651529673,0.9199063036929495,-0.01975419112836522,-0.8762310808151825,-0.13286155134558084,-0.8336791146268597,-0.002544527069888435,0.38980238243366006,0.04933941085302069,0.6784381349554073,0.9346492613009939,0.8766804023705224,-0.016788048166641572,-0.5694636469667886,0.7691272594890701,9
1720,0.7123075377368738,0.5547899334190894,1.1012543878124599,0.6533691611641869,1.2232828058663925,0.1294977692725177,-0.7737638150362091,-0.8688918696328382,-1.3480991933398074,0.9086042988583386,-0.6512244344977602,-1.0515283629471817,0.05958134856469414,-0.9986866759270037,-1.2062803228638412,0.6989513000659504,-0.36981596149909085,2.001650253896536,0.5922288055333297,-1.6095464230186802,0.26397599377888087,1.143215764361129,0.6249608222742993,0.5207817831833633,0.14122079192910436,1.4093509687218782,0.326997548901829,-1.076395107537102,-0.8383756469884672,-1.4684249714819613,-0.6054888890417849,0.06994907646637633,-1.6079412827302384,-1.1220660122275383,-0.8156559869895076,-1.4742164194274234,0.7572983415115008,-0.20395013691351319,0.7455343557634933,0.0015830332755359675,-0.6670561002191436,-1.0625036894006576,-1.3334056089268445,0.13674247880702378,-0.9863027726147182,-0.2712196053427194,0.024458706014702958,-0.5705879393436721,10
